Num Parent Tweets,Num Replies to Parents,Avg Replies per Parent,Num Parent Tweets with Replies,Avg Replies per Parent with Replies,Num Toxic Parent Tweets,Num Non-Toxic Parent Tweets,Num Toxic Replies,Num Non-Toxic Replies,Num Toxic Replies to Non-Toxic Parents,Num Non-Toxic Replies to Non-Toxic Parents,Num Toxic Replies to Toxic Parents,Num Non-Toxic Replies to Toxic Parents,followers_count,friends_count,listed_count,created_at,favourites_count,geo_enabled,verified,statuses_count,contributors_enabled,is_translator,is_translation_enabled,has_extended_profile,default_profile,default_profile_image,following,follow_request_sent,notifications,geo,place,truncated,hashtags,symbols,user_mentions,urls,contributors,is_quote_status,retweet_count min,retweet_count avg,retweet_count max,favorite_count min,favorite_count avg,favorite_count max,favorited,retweeted,possibly_sensitive,Num Repliers With Min 1 Toxic Reply,Num parents with high Toxicity,Num parents with high Severe_Toxicity,Num parents with high Identity_Attack,Num parents with high Insult,Num parents with high Profanity,Num parents with high Threat,Num parents with high other attr,Num replies with high Toxicity,Num replies with high Severe_Toxicity,Num replies with high Identity_Attack,Num replies with high Insult,Num replies with high Profanity,Num replies with high Threat,Num replies with high other attr,Total tweets with high Toxicity,Total tweets with high Severe_Toxicity,Total tweets with high Identity_Attack,Total tweets with high Insult,Total tweets with high Profanity,Total tweets with high Threat,Total tweets with high other attr,Num Repliers,Num parents with <3 replies,Num parents with >=3 replies,User Desc,Top Desc Word #1: women,Top Desc Word #2: love,Top Desc Word #3: news,Top Desc Word #4: account,Top Desc Word #5: feminist,Top Desc Word #6: official,Top Desc Word #7: follow,Top Desc Word #8: products,Top Desc Word #9: tweets,Top Desc Word #10: womens
147,0,0,0,0,0,147,0,0,0,0,0,0,43,117,0,Fri Aug 07 08:05:06 +0000 2020,128,No,No,164,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,0,0.115646259,1,0,0.197278912,3,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,User Desc,No,No,No,No,No,No,No,No,No,No
3200,0,0,0,0,1,3199,0,0,0,0,0,0,178,1198,3,Fri Aug 07 16:22:25 +0000 2020,0,No,No,55014,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,0,0.00125,1,0,0.0028125,1,No,No,No,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3200,0,User Desc,No,No,No,No,No,No,No,No,No,No
206,0,0,0,0,0,206,0,0,0,0,0,0,1,17,0,Sat Aug 08 06:00:19 +0000 2020,5,No,No,206,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,0,0,0,0,0.024271845,1,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,0,User Desc,No,No,No,No,No,No,No,No,No,No
504,2,0.003968254,2,1,0,504,0,2,0,2,0,0,4015,495,22,Mon Aug 10 16:04:13 +0000 2020,6,No,No,548,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,0,14.29563492,374,0,49.16666667,1210,No,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,504,0,User Desc,No,No,No,No,No,No,No,No,No,No
3200,0,0,0,0,0,3200,0,0,0,0,0,0,87,665,0,Mon Aug 10 17:36:26 +0000 2020,42,No,No,12237,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,0,0.0015625,1,0,0.0109375,2,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3200,0,User Desc,No,No,No,No,No,No,No,No,No,No
3200,0,0,0,0,1,3199,0,0,0,0,0,0,87,666,0,Mon Aug 10 17:36:26 +0000 2020,42,No,No,12237,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,0,0.0015625,1,0,0.0109375,2,No,No,No,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3200,0,User Desc,No,No,No,No,No,No,No,No,No,No
3200,0,0,0,0,0,3200,0,0,0,0,0,0,87,666,0,Mon Aug 10 17:36:26 +0000 2020,42,No,No,12237,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,0,0.0015625,1,0,0.0109375,2,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3200,0,User Desc,No,No,No,No,No,No,No,No,No,No
3200,0,0,0,0,0,3200,0,0,0,0,0,0,88,666,0,Mon Aug 10 17:36:26 +0000 2020,42,No,No,12237,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,0,0.0015625,1,0,0.0109375,2,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3200,0,User Desc,No,No,No,No,No,No,No,No,No,No
3197,0,0,0,0,2,3195,0,0,0,0,0,0,91,667,0,Mon Aug 10 17:36:26 +0000 2020,42,No,No,12237,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,0,0.001563966,1,0,0.010947764,2,No,No,No,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3197,0,User Desc,No,No,No,No,No,No,No,No,No,No
1299,0,0,0,0,85,1214,0,0,0,0,0,0,241,77,4,Mon Aug 10 21:46:33 +0000 2020,6022,No,No,12104,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,0,0.066204773,4,0,0.724403387,33,No,No,Yes,0,12,0,0,5,65,3,0,0,0,0,0,0,0,0,12,0,0,5,65,3,0,0,1299,0,User Desc,No,No,No,No,No,No,No,No,No,No
3200,39,0.0121875,39,1,0,3200,0,39,0,39,0,0,347,3305,4,Tue Aug 11 18:34:17 +0000 2020,456,No,No,20753,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,0,0.0240625,5,0,0.2803125,13,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3200,0,User Desc,No,No,No,No,No,No,No,No,No,No
263,0,0,0,0,0,263,0,0,0,0,0,0,113,431,2,Wed Aug 12 03:26:46 +0000 2020,518,No,No,765,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,0,1.562737643,33,0,1.680608365,27,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,0,User Desc,No,No,No,No,No,No,No,No,No,No
235,0,0,0,0,0,235,0,0,0,0,0,0,227,252,0,Wed Aug 12 18:15:48 +0000 2020,2256,No,No,3271,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,0,1.978723404,40,0,1.982978723,61,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,0,User Desc,No,No,No,No,No,No,No,No,No,No
236,0,0,0,0,0,236,0,0,0,0,0,0,232,252,0,Wed Aug 12 18:15:48 +0000 2020,2267,No,No,3278,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,0,1.974576271,40,0,1.983050847,62,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,0,User Desc,No,No,No,No,No,No,No,No,No,No
1597,51,0.031934878,38,1.342105263,0,1597,0,51,0,51,0,0,82784,0,492,Wed Aug 12 19:50:10 +0000 2020,0,No,No,1597,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,0,58.11709455,844,2,205.0557295,2540,No,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1595,2,User Desc,No,No,No,No,No,No,No,No,No,No
1701,16,0.009406232,12,1.333333333,1,1700,0,16,0,16,0,0,85997,0,496,Wed Aug 12 19:50:10 +0000 2020,0,No,No,1701,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,0,58.31158142,833,2,205.1081717,2529,No,No,Yes,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14,1700,1,User Desc,No,No,No,No,No,No,No,No,No,No
242,17,0.070247934,8,2.125,0,242,0,17,0,17,0,0,2955,3242,15,Thu Aug 13 05:05:24 +0000 2020,5397,No,No,1211,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,0,28.88429752,503,3,51.92561983,1353,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,240,2,User Desc,No,No,No,No,No,No,No,No,No,No
3200,0,0,0,0,0,3200,0,0,0,0,0,0,29,139,0,Thu Aug 13 06:34:31 +0000 2020,2,No,No,11383,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,0,0,0,0,0,0,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3200,0,User Desc,No,No,No,No,No,No,No,No,No,No
3200,0,0,0,0,0,3200,0,0,0,0,0,0,28,138,0,Thu Aug 13 06:34:31 +0000 2020,2,No,No,11383,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,0,0,0,0,0,0,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3200,0,User Desc,No,No,No,No,No,No,No,No,No,No
3200,0,0,0,0,0,3200,0,0,0,0,0,0,31,139,0,Thu Aug 13 06:34:31 +0000 2020,2,No,No,11419,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,0,0,0,0,0,0,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3200,0,User Desc,No,No,No,No,No,No,No,No,No,No
36,0,0,0,0,0,36,0,0,0,0,0,0,31,203,0,Fri Aug 14 23:09:11 +0000 2020,457,No,No,118,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,0,0.527777778,4,0,2.25,15,No,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,User Desc,No,No,No,No,No,No,No,No,No,No
253,3,0.011857708,2,1.5,0,253,0,3,0,3,0,0,278,201,0,Sat Aug 15 07:06:27 +0000 2020,4843,Yes,No,949,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,0,0.66798419,13,0,2.996047431,107,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,253,0,User Desc,Yes,No,No,No,No,No,No,No,No,No
42,0,0,0,0,0,42,0,0,0,0,0,0,2,0,0,Sat Aug 15 13:06:06 +0000 2020,0,No,No,42,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,0,0,0,0,0,0,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,User Desc,No,No,No,No,No,No,No,No,No,No
42,0,0,0,0,0,42,0,0,0,0,0,0,2,0,0,Sat Aug 15 13:06:06 +0000 2020,0,No,No,42,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,0,0,0,0,0,0,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,User Desc,No,No,No,No,No,No,No,No,No,No
2715,0,0,0,0,0,2715,0,0,0,0,0,0,7,43,0,Sat Aug 15 13:43:22 +0000 2020,12,Yes,No,2776,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,0,0.001841621,1,0,0.005156538,1,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2715,0,User Desc,No,No,No,No,No,No,No,No,No,No
34,0,0,0,0,0,34,0,0,0,0,0,0,1892,1944,0,Sat Aug 15 13:43:46 +0000 2020,2785,No,No,3770,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,0,2.676470588,12,0,4.441176471,30,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,User Desc,No,No,No,No,No,No,No,No,No,No
1074,17,0.015828678,15,1.133333333,2,1072,0,17,0,17,0,0,1458,1964,0,Sun Aug 16 17:21:28 +0000 2020,8619,No,No,5602,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,0,2.016759777,16,0,1.918994413,32,No,No,No,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,1074,0,User Desc,No,No,No,No,No,No,No,No,No,No
151,0,0,0,0,0,151,0,0,0,0,0,0,7,7,0,Mon Aug 17 15:22:36 +0000 2020,60,No,No,1922,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,0,2.430463576,5,0,0.258278146,4,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,User Desc,No,No,No,No,No,No,No,No,No,No
62,6,0.096774194,5,1.2,1,61,0,6,0,6,0,0,1289,1163,1,Tue Aug 18 08:47:16 +0000 2020,4075,No,No,8266,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,0,2.274193548,8,0,1.629032258,7,No,No,Yes,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,62,0,User Desc,No,No,No,Yes,No,No,No,No,No,No
1368,109,0.079678363,85,1.282352941,182,1186,11,98,9,78,2,20,1954,844,15,Tue Aug 18 14:12:25 +0000 2020,3,No,No,20372,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,0,9.75877193,6604,0,25.47149123,22579,No,No,No,9,6,0,46,1,126,3,0,0,0,5,0,6,0,0,6,0,51,1,132,3,0,77,1361,7,User Desc,No,No,No,No,No,No,No,No,No,No
3200,0,0,0,0,0,3200,0,0,0,0,0,0,9,17,0,Wed Aug 19 03:42:04 +0000 2020,2,No,No,4036,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,0,0.006875,1,0,0.0134375,1,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3200,0,User Desc,No,No,No,No,No,No,No,No,No,No
3200,0,0,0,0,0,3200,0,0,0,0,0,0,8,17,0,Wed Aug 19 03:42:04 +0000 2020,2,No,No,4732,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0.01375,1,0,0.013125,1,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3200,0,User Desc,No,No,No,No,No,No,No,No,No,No
3200,0,0,0,0,154,3046,0,0,0,0,0,0,372,10,1,Wed Aug 19 14:31:13 +0000 2020,0,No,No,4357,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,0,0.011875,1,0,0.034375,11,No,No,No,0,42,0,0,0,112,0,0,0,0,0,0,0,0,0,42,0,0,0,112,0,0,0,3200,0,User Desc,No,No,No,No,No,No,No,No,No,No
884,19,0.021493213,18,1.055555556,80,804,1,18,1,17,0,1,30468,44,204,Fri Aug 21 00:10:29 +0000 2020,4794,No,No,7964,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,0,19.76244344,372,0,63.53393665,1043,No,No,Yes,1,7,0,11,3,58,1,0,0,0,0,0,1,0,0,7,0,11,3,59,1,0,19,884,0,User Desc,No,No,No,No,No,No,No,No,No,No
916,26,0.028384279,16,1.625,17,899,0,26,0,26,0,0,2149,887,6,Fri Aug 21 11:55:20 +0000 2020,2431,Yes,No,7506,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,0,3.816593886,1553,0,12.1430131,4584,No,No,No,0,2,0,2,2,10,1,0,0,0,0,0,0,0,0,2,0,2,2,10,1,0,23,914,2,User Desc,No,No,No,No,No,No,No,No,No,No
430,14,0.03255814,8,1.75,8,422,0,14,0,14,0,0,841,1638,0,Fri Aug 21 18:51:45 +0000 2020,9794,No,No,9537,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,0,3.546511628,165,0,5.246511628,396,No,No,No,0,1,0,0,3,0,4,0,0,0,0,0,0,0,0,1,0,0,3,0,4,0,13,429,1,User Desc,No,No,No,No,No,No,No,No,No,No
3200,0,0,0,0,0,3200,0,0,0,0,0,0,9,8,0,Sat Aug 22 09:39:09 +0000 2020,0,No,No,4118,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,0,0.00125,1,0,0.006875,1,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3200,0,User Desc,No,No,No,No,No,No,No,No,No,No
496,3,0.006048387,3,1,0,496,0,3,0,3,0,0,674,8,7,Sat Aug 22 10:43:19 +0000 2020,40,No,No,529,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,2,23.06854839,114,6,28.80443548,80,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,496,0,User Desc,No,No,No,Yes,No,Yes,No,No,No,No
3200,0,0,0,0,0,3200,0,0,0,0,0,0,0,2,0,Sat Aug 22 11:40:50 +0000 2020,0,No,No,16799,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,0,0,0,0,0,0,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3200,0,User Desc,No,No,No,No,No,No,No,No,No,No
3200,0,0,0,0,0,3200,0,0,0,0,0,0,0,2,0,Sat Aug 22 11:40:50 +0000 2020,0,No,No,16799,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,0,0,0,0,0,0,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3200,0,User Desc,No,No,No,No,No,No,No,No,No,No
3200,0,0,0,0,0,3200,0,0,0,0,0,0,0,2,0,Sat Aug 22 11:40:50 +0000 2020,0,No,No,16799,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,0,0,0,0,0,0,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3200,0,User Desc,No,No,No,No,No,No,No,No,No,No
2565,99,0.038596491,87,1.137931034,118,2447,4,95,3,86,1,9,933,444,5,Sat Aug 22 23:33:03 +0000 2020,7229,Yes,No,20517,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,0,0.257309942,39,0,1.233528265,144,No,No,Yes,4,6,0,0,5,104,3,0,0,0,1,0,3,0,0,6,0,1,5,107,3,0,62,2562,3,User Desc,No,No,No,No,No,No,No,No,No,No
526,22,0.041825095,10,2.2,1,525,0,22,0,22,0,0,4878,416,37,Sun Aug 23 16:23:56 +0000 2020,9357,No,No,3503,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,0,13.83460076,359,1,53.79467681,1286,No,No,No,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17,524,2,User Desc,No,No,No,No,No,No,No,No,No,No
1512,260,0.171957672,185,1.405405405,68,1444,7,253,7,245,0,8,540,463,0,Sun Aug 23 17:46:17 +0000 2020,16863,Yes,No,29808,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,0,0.814153439,968,0,3.525132275,3346,No,No,No,5,5,0,19,2,36,6,0,0,0,1,1,5,0,0,5,0,20,3,41,6,0,103,1501,11,User Desc,No,No,No,No,No,No,No,No,No,No
734,17,0.023160763,14,1.214285714,79,655,0,17,0,17,0,0,58,94,0,Mon Aug 24 21:48:51 +0000 2020,35421,No,No,5611,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,0,0.117166213,7,0,0.520435967,17,No,No,No,0,2,0,36,2,38,1,0,0,0,0,0,0,0,0,2,0,36,2,38,1,0,11,733,1,User Desc,No,No,No,No,No,No,No,No,No,No
136,0,0,0,0,0,136,0,0,0,0,0,0,59,525,0,Tue Aug 25 07:42:45 +0000 2020,9,No,No,138,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,0,1.735294118,2,0,1.955882353,3,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,User Desc,No,No,No,No,No,No,No,Yes,No,No
716,0,0,0,0,0,716,0,0,0,0,0,0,316,513,1,Tue Aug 25 15:54:53 +0000 2020,4102,No,No,5256,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,0,3.412011173,323,0,3.727653631,336,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,0,User Desc,No,No,No,No,No,No,No,No,No,No
493,0,0,0,0,0,493,0,0,0,0,0,0,150,584,0,Wed Aug 26 02:20:43 +0000 2020,137,No,No,695,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,0,0.040567951,2,0,0.367139959,5,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,493,0,User Desc,No,No,No,No,No,No,No,No,No,No
493,0,0,0,0,0,493,0,0,0,0,0,0,150,585,0,Wed Aug 26 02:20:43 +0000 2020,137,No,No,695,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,0,0.040567951,2,0,0.367139959,5,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,493,0,User Desc,No,No,No,No,No,No,No,No,No,No
258,0,0,0,0,0,258,0,0,0,0,0,0,40,0,0,Wed Aug 26 11:21:34 +0000 2020,576,No,No,265,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,0,0.003875969,1,0,1.19379845,6,No,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,0,User Desc,No,No,No,No,No,No,No,No,No,No
1205,0,0,0,0,1,1204,0,0,0,0,0,0,1620,2683,3,Wed Aug 26 22:43:39 +0000 2020,37760,No,No,15580,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,0,1.258091286,34,0,8.789211618,404,No,No,No,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1205,0,User Desc,No,No,No,No,No,No,No,No,No,No
1165,203,0.174248927,96,2.114583333,14,1151,6,197,6,190,0,7,1651,2715,4,Wed Aug 26 22:43:39 +0000 2020,40036,No,No,16471,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,0,1.12360515,16,0,8.217167382,398,No,No,No,6,1,0,0,1,10,2,0,0,0,0,1,5,0,0,1,0,0,2,15,2,0,139,1146,19,User Desc,No,No,No,No,No,No,No,No,No,No
18,0,0,0,0,1,17,0,0,0,0,0,0,45,88,0,Fri Aug 28 11:09:22 +0000 2020,13764,No,No,7214,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,0,0.055555556,1,0,1.777777778,10,No,No,No,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,0,User Desc,No,No,No,No,No,No,No,No,No,No
45,0,0,0,0,0,45,0,0,0,0,0,0,341,105,1,Fri Aug 28 13:26:53 +0000 2020,1,No,No,70,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,0,0.2,1,0,1.244444444,5,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,User Desc,Yes,No,No,No,No,No,No,No,No,No
1387,9,0.006488825,7,1.285714286,17,1370,0,9,0,9,0,0,4913,119,10,Mon Mar 25 12:56:13 +0000 2013,59156,No,No,64168,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,0,0.560201875,49,0,3.401586157,243,No,No,No,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,14,0,0,5,1387,0,User Desc,No,No,No,No,No,No,No,No,No,No
405,0,0,0,0,1,404,0,0,0,0,0,0,82736,91013,239,Mon Mar 25 14:51:43 +0000 2013,2,No,No,42598,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,0,0.8,13,0,3.785185185,55,No,No,No,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,405,0,User Desc,No,No,No,No,No,No,No,No,No,No
3200,0,0,0,0,78,3122,0,0,0,0,0,0,7,0,0,Sun Aug 30 02:16:48 +0000 2020,0,No,No,3928,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,0,0.006875,1,0,0.0071875,2,No,No,No,0,8,0,2,20,25,23,0,0,0,0,0,0,0,0,8,0,2,20,25,23,0,0,3200,0,User Desc,No,No,No,No,No,No,No,No,No,No
1335,0,0,0,0,61,1274,0,0,0,0,0,0,820,563,4,Sun Aug 30 16:03:37 +0000 2020,7256,No,No,16519,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,0,1.023220974,64,0,2.645692884,123,No,No,No,0,2,0,26,1,30,2,0,0,0,0,0,0,0,0,2,0,26,1,30,2,0,0,1335,0,User Desc,No,No,No,No,No,No,No,No,No,No
1631,0,0,0,0,0,1631,0,0,0,0,0,0,985,4651,0,Sun Aug 30 20:07:48 +0000 2020,1036,No,No,2644,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,0,0.887185776,14,0,0.739423666,20,No,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1631,0,User Desc,No,No,No,No,No,No,No,No,No,No
584,94,0.160958904,52,1.807692308,3,581,1,93,1,93,0,0,570,889,12,Mon Aug 31 17:33:12 +0000 2020,12036,No,No,23292,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,0,0.633561644,39,0,4.025684932,170,No,No,No,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,52,574,10,User Desc,No,No,No,No,No,No,No,No,No,No
204,0,0,0,0,0,204,0,0,0,0,0,0,82,1940,0,Tue Sep 01 16:50:48 +0000 2020,677,Yes,No,1041,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes,0,0.009803922,1,0,0.112745098,2,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,0,User Desc,No,No,No,No,No,No,No,No,No,No
