Filename,followers_count,friends_count,verified,statuses_count,following,user_mentions,Num replies with high Toxicity,Num replies with high Severe_Toxicity,Num replies with high Identity_Attack,Num replies with high Insult,Num replies with high Profanity,Num replies with high Threat,Num replies with high other attr,Top Desc Word #1: women,Top Desc Word #2: love,Top Desc Word #3: news,Top Desc Word #4: account,Top Desc Word #5: feminist,Top Desc Word #6: official,Top Desc Word #7: follow,Top Desc Word #8: products,Top Desc Word #9: tweets,Top Desc Word #10: womens
1230048713252450000,5104,5434,No,126010,No,No,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1230048713252450000,5149,5465,No,126729,No,No,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1230048713252450000,5211,5524,No,127485,No,No,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1230048713252450000,5633,5906,No,133485,No,No,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
123042802,473,766,No,7420,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1230635430653150000,2370,239,No,33457,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1230635430653150000,2244,239,No,31587,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1230635430653150000,2414,239,No,33475,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1231705609373800000,2172,4793,No,17688,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1231726424,2341,1655,No,68400,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1231956043317510000,59,202,No,10431,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1232771556050390000,4371,228,No,5648,No,Yes,0,0,0,0,0,0,0,Yes,Yes,No,No,No,No,Yes,No,No,No
1232834009169820000,94,52,No,73,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1233145114102520000,0,0,No,300,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1233269753961200000,9,5,No,8551,No,No,0,0,0,0,0,0,0,No,No,No,Yes,No,No,No,Yes,Yes,No
1233275444197280000,759,143,No,1706,No,Yes,0,0,0,0,0,0,0,Yes,No,No,No,Yes,No,No,No,No,No
1233434475201160000,3726,2166,No,74118,No,Yes,1,0,0,0,6,0,0,No,No,No,Yes,No,No,No,No,No,No
1233434475201160000,3692,2174,No,78158,No,Yes,2,0,7,1,19,1,0,No,No,No,Yes,No,No,No,No,No,No
1234810530617000000,154,320,No,19212,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1235587267076510000,1017,743,No,78108,No,Yes,1,0,0,0,1,0,0,No,No,No,No,No,No,No,No,No,No
123601629,1281,319,No,129467,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1236795968915490000,22374,5715,No,58026,No,No,0,0,0,0,0,0,0,No,Yes,No,No,No,No,No,No,No,No
1236824428715040000,235,230,No,55330,No,No,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1237477138602680000,2329,171,No,857,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,Yes,No,No,No
1238215786113700000,171,206,No,7970,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1238275425358520000,2199,100,No,2166,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1238424854094720000,55,329,No,6834,No,No,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1238447396302000000,90,826,No,132,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1238473637138760000,361,281,No,277,No,Yes,0,0,0,0,0,0,0,No,No,No,No,Yes,No,No,No,Yes,No
1238621752965520000,884,533,No,931,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1238621752965520000,908,555,No,907,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1239383535514980000,749,684,No,17601,No,Yes,0,0,1,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1239868525587700000,0,96,No,1136,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1240115444570370000,241,304,No,3379,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1240123520753030000,13,9,No,312,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1240304787591030000,706,2050,No,11733,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1240729147716120000,16,38,No,835,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1241051505395930000,9074,943,No,31067,No,Yes,1,0,3,0,12,0,0,No,No,No,No,No,No,No,No,No,No
1241434598317470000,4774,1135,No,261,No,Yes,0,0,2,0,1,0,0,No,No,No,No,No,No,No,No,No,No
1241434598317470000,4710,1114,No,273,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1241562523741990000,2871,5009,No,22002,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1241746433499230000,6,3,No,3181,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1241746433499230000,5,3,No,3385,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1241749653013630000,2906,2496,No,8013,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1242295344794230000,8,7,No,6616,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1242412732495740000,273,754,No,25771,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,Yes
1242463695642420000,4897,1810,No,28376,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,Yes
1242965462020950000,2013,1235,No,2797,No,Yes,0,0,0,0,0,0,0,No,No,No,Yes,No,No,No,No,Yes,No
1243055272446350000,67,55,No,2575,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1243436419709830000,31206,107,No,433,No,No,0,0,0,0,0,0,0,No,Yes,No,No,No,No,No,No,No,No
1244120747838140000,193,412,No,47754,No,No,0,0,0,0,1,0,0,No,No,No,No,No,No,No,No,No,No
1244816703676000000,8,0,No,16356,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,Yes,No
1245214312664260000,24,150,No,132,No,No,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1245412239991070000,118,137,No,2605,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1245580345883290000,195,28,No,3646,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1245672611473910000,1981,157,No,2288,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1245715795717620000,5666,112,No,4742,No,Yes,0,0,0,0,1,0,0,No,No,No,No,No,No,No,No,No,No
1246350334777340000,94,131,No,66743,No,No,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1246455562276960000,268,39,No,1631,No,Yes,0,0,0,0,0,0,0,Yes,No,No,No,No,No,No,No,No,No
1246707664329080000,904,223,No,6916,No,Yes,0,0,0,0,0,0,0,Yes,No,No,No,No,No,No,No,No,Yes
1246707664329080000,940,231,No,7425,No,Yes,0,0,0,0,0,0,0,Yes,No,No,No,No,No,No,No,No,Yes
1246707664329080000,967,241,No,7821,No,Yes,0,0,0,0,0,0,0,Yes,No,No,No,No,No,No,No,No,Yes
1246743038803700000,1176,1187,No,31569,No,Yes,1,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1247198682912620000,261,170,No,1657,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1247401288268150000,1652,1255,No,35722,No,Yes,0,0,0,1,2,0,0,No,No,No,No,No,No,No,No,No,No
1247419696300690000,148,417,No,331,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1247626421318690000,15,99,No,97,No,No,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1247744966371110000,246,5,No,4317,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,Yes,No,No,No,No
1248145626367490000,165,617,No,37037,No,Yes,0,0,0,1,0,0,0,No,No,No,No,No,No,No,No,No,No
1248261392064370000,280,170,No,25857,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1249040310627430000,153,224,No,4291,No,Yes,0,0,0,0,0,0,0,No,Yes,No,No,No,No,No,No,No,No
1249878988387990000,11,40,No,497,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1250427264170220000,13,8,No,46751,No,Yes,0,0,0,0,0,0,0,No,No,Yes,No,No,No,No,No,No,No
1250427363910790000,2379,1453,No,99801,No,No,0,0,1,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1250445301476960000,10204,4242,No,26567,No,No,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
125053452,4031,4970,No,501132,No,No,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1250652808979850000,137,325,No,68,No,Yes,0,0,0,0,0,0,0,Yes,No,No,No,No,No,No,No,No,No
1251168632438020000,1,10,No,10,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1251190973436230000,2415,366,No,54463,No,Yes,0,0,1,0,1,1,0,No,No,No,No,No,No,No,No,No,No
1251579939729690000,377,222,No,8053,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1251625517629010000,233,530,No,14453,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1251625517629010000,238,530,No,14815,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1251625517629010000,226,529,No,14446,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1251949576203960000,7174,544,No,22654,No,Yes,0,0,0,0,2,0,0,No,No,No,No,No,No,No,No,No,No
1252454637397060000,1985,886,No,4752,No,Yes,0,0,0,1,0,0,0,No,No,No,No,Yes,No,No,No,No,No
1252553140148280000,2139,4541,No,149898,No,No,0,0,0,0,0,0,0,No,No,No,No,No,No,No,Yes,No,No
1252553140148280000,2107,4559,No,149898,No,No,0,0,0,0,0,0,0,No,No,No,No,No,No,No,Yes,No,No
1252553140148280000,2140,4539,No,149898,No,No,0,0,0,0,0,0,0,No,No,No,No,No,No,No,Yes,No,No
1253136204658340000,12502,184,No,8051,No,Yes,1,0,0,1,0,0,0,No,No,No,No,No,No,No,No,No,No
1253157921052990000,65,342,No,5875,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1253157921052990000,65,342,No,5875,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1253157921052990000,63,343,No,5876,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1253157921052990000,66,342,No,5875,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1253592018380410000,4,59,No,3293,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1253683225689380000,45,101,No,287943,No,No,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1253683225689380000,44,101,No,287943,No,No,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1253683225689380000,36,101,No,287943,No,No,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1253683225689380000,37,101,No,287943,No,No,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1253683225689380000,42,101,No,287943,No,No,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1253683225689380000,42,101,No,287943,No,No,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1253683225689380000,42,101,No,287943,No,No,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1253683225689380000,46,101,No,287943,No,No,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1254094469894490000,678,810,No,4585,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1254696267021610000,701,439,No,16561,No,Yes,0,0,0,0,1,0,0,No,No,No,No,No,No,No,No,No,No
1255733490571600000,7,11,No,122846,No,No,0,0,0,0,0,0,0,No,No,Yes,No,No,No,No,No,No,No
1255946016987190000,61,344,No,2687,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1256530322965100000,2285,1733,No,12695,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1256594226911020000,7,29,No,841,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1256640404566520000,188,213,No,29518,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1256640404566520000,195,213,No,29998,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1256640404566520000,224,218,No,33211,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1257005469484430000,5,90,No,346,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1257128504711400000,9,60,No,17,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1257148905176820000,652,205,No,1333,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,Yes,No,No
1257213009065360000,509,2166,No,535,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,Yes,No,No,No,No
1257602494559100000,3,5,No,813,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1257746414702030000,1790,1705,No,26819,No,No,0,0,0,0,1,0,0,No,No,No,No,No,No,No,No,No,No
1258336608979280000,16,15,No,144,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1258407213678250000,8,10,No,19131,No,No,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1258745799501990000,41,4,No,3974,No,No,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1258842691552640000,7,210,No,3905,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,Yes,No,No
1258842691552640000,6,211,No,4092,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,Yes,No,No
1259116905270560000,557,384,No,6507,No,Yes,0,0,0,0,0,0,0,Yes,Yes,No,No,No,No,No,No,No,No
1259280465501940000,11,89,No,4371,No,No,0,0,0,0,0,0,0,No,Yes,No,Yes,No,No,No,No,No,No
1259759162457760000,52,96,No,6674,No,Yes,0,0,0,0,0,0,0,No,Yes,No,No,No,No,No,No,No,No
1259952675870960000,39,47,No,1474,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1259973734267360000,446,1420,No,5836,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1260089302538570000,59,121,No,1395,No,Yes,0,0,0,0,0,0,0,Yes,No,No,No,No,No,No,No,No,No
1260854127225120000,3700,119,No,3110,No,Yes,0,0,1,0,1,0,0,No,No,No,No,No,No,No,No,No,No
1261528019849690000,2295,2509,No,17469,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1261553774679780000,35,0,No,7519,No,Yes,0,0,0,0,0,0,0,No,No,Yes,No,No,No,No,No,No,No
1261553774679780000,37,0,No,8215,No,Yes,0,0,0,0,0,0,0,No,No,Yes,No,No,No,No,No,No,No
1261601391665080000,104,483,No,4686,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1261601391665080000,101,484,No,3990,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1261601391665080000,104,484,No,4710,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1261623647883620000,32826,0,No,2669,No,Yes,1,0,0,0,3,0,0,No,No,No,No,No,No,No,No,No,No
1261623647883620000,32339,0,No,2664,No,Yes,0,0,0,0,2,0,0,No,No,No,No,No,No,No,No,No,No
1261900268872050000,3,25,No,6670,No,No,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1262025449342890000,7,36,No,27,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,Yes
1262043464377810000,138,115,No,433,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1263025015177350000,1015,320,No,15242,No,Yes,0,0,0,1,2,0,0,No,No,No,No,No,No,No,No,No,No
1263210751134740000,361,586,No,9393,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1263412124346380000,14828,827,No,12749,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1263491240336760000,18524,5352,No,75548,No,Yes,2,0,0,12,40,2,0,No,No,Yes,Yes,No,No,No,No,No,No
1263867481648550000,11,26,No,6034,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1263867481648550000,13,26,No,6394,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1264215356912130000,777,409,No,1631,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1264393600764450000,97,229,No,1669,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1264433760,4256,4998,No,24109,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1264433760,4667,5005,No,27117,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1264489304035900000,4683,3592,No,51172,No,No,0,0,0,0,1,0,0,No,No,No,No,No,No,No,No,No,No
1264641513977450000,810,1035,No,8068,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1264641513977450000,808,1033,No,8068,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1264797957385300000,1756,363,No,7857,No,Yes,0,0,0,0,0,0,0,Yes,No,No,No,No,No,No,No,No,No
1265187595161460000,1626,524,No,1220,No,Yes,0,0,0,1,0,0,0,No,No,No,No,No,No,No,No,No,No
1265450505188370000,55,22,No,260496,No,No,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1265525372399110000,21,20,No,4885,No,No,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1265525372399110000,21,20,No,4841,No,No,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1265693554455650000,527,1504,No,7242,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1266010426309070000,251,1511,No,3569,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1266051458904000000,250,254,No,10320,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1266051458904000000,232,252,No,9946,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1266253411583880000,178,155,No,2439,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1266280626736420000,24,19,No,5391,No,No,0,0,0,0,0,0,0,No,No,No,No,No,No,No,Yes,No,No
1266280626736420000,25,19,No,5991,No,No,0,0,0,0,0,0,0,No,No,No,No,No,No,No,Yes,No,No
1266467944508330000,998,947,No,21781,No,No,0,0,4,0,3,0,0,No,No,No,No,No,No,No,No,No,No
1266610623053430000,398,264,No,59463,No,Yes,0,0,0,0,4,0,0,No,No,No,No,No,No,No,No,No,No
1267059896962490000,4653,33,No,349,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,Yes,No,No,No
1267412219215710000,3240,4898,No,1776,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1267412219215710000,3341,3436,No,2435,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
126746652,7491,1565,No,81980,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1267894216568510000,141,118,No,5236,No,No,0,0,0,0,0,0,0,No,No,Yes,No,No,No,Yes,No,No,No
1268503520589700000,56277,0,No,773,No,Yes,1,0,0,1,1,0,0,No,No,No,Yes,No,No,No,No,No,No
1268611957,3782,5000,No,84667,No,Yes,0,0,0,1,0,0,0,No,No,No,No,No,No,No,No,No,No
1268922138607650000,7,0,No,34179,No,No,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1268922138607650000,7,0,No,34147,No,No,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1268922138607650000,7,0,No,34134,No,No,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1268922138607650000,7,0,No,33716,No,No,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1268922138607650000,7,0,No,34185,No,No,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1268926332379050000,7,6,No,33687,No,No,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1268926332379050000,7,6,No,33458,No,No,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1268926332379050000,7,7,No,34023,No,No,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1269011599,9487,943,No,59473,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,Yes,No
1269212667987790000,2,0,No,6018,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1269217559179590000,4,0,No,5946,No,No,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1269276919788440000,544,280,No,19663,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1269312355940300000,208,85,No,1507,No,Yes,0,0,1,0,1,0,0,No,No,No,No,No,No,No,No,No,No
1269516109838820000,492,482,No,2458,No,Yes,0,0,0,0,0,0,0,Yes,No,No,No,No,No,No,No,No,No
1270044582038960000,84,878,No,1293,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1270443281101480000,185,33,No,1044,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1270489357208640000,19231,10845,No,57797,No,Yes,0,0,0,0,2,0,0,Yes,No,No,No,No,No,No,No,Yes,No
1270656161948350000,4654,2204,No,20799,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1270865587640630000,1212,281,No,14688,No,Yes,0,0,0,0,1,0,0,No,No,No,No,No,No,No,No,No,No
1271312788992910000,5,17,No,5663,No,No,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1271749327,1454497,426,Yes,265773,No,Yes,0,0,0,0,0,0,0,No,No,No,Yes,No,No,No,No,No,No
1271757263288630000,456,68,No,1713,No,No,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1272035156790920000,3,0,No,1155,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1272078785022750000,76,35,No,383,No,No,0,0,0,0,0,0,0,No,No,No,Yes,No,No,No,No,No,No
1272142130539040000,532,278,No,55571,No,Yes,0,0,0,1,0,0,0,No,No,No,No,No,No,No,No,No,No
1272373990569290000,1059,1424,No,8209,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1272447768754290000,6,10,No,774,No,No,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1272447768754290000,6,10,No,774,No,No,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1272943250211470000,540,461,No,10198,No,Yes,0,0,0,1,1,0,0,No,No,No,No,No,No,No,No,No,No
1274045087572360000,5,356,No,6258,No,No,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1274362133787150000,2,0,No,737,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1274575409422700000,812,1,No,683,No,Yes,0,0,0,0,0,0,0,No,No,No,Yes,No,Yes,No,No,No,No
1274762370657590000,73,291,No,137819,No,No,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1274762370657590000,75,291,No,142590,No,No,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1274993951020210000,27,15,No,23576,No,No,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1275649650,8057,42,No,20421,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1275809355967810000,1659,5004,No,11621,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1275924285811560000,337,230,No,5230,No,Yes,0,0,0,0,0,0,0,No,No,No,No,Yes,No,No,No,No,No
1276004241451020000,96,42,No,1952,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1276442533883670000,1013,5002,No,55183,No,No,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1276442533883670000,1004,4999,No,60713,No,No,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1276497346512270000,1590,3857,No,93591,No,No,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1276497346512270000,1558,3864,No,93591,No,No,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1276497346512270000,1593,3856,No,93591,No,No,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1276688098051530000,0,0,No,1180,No,No,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1276998316744750000,7101,58,No,7566,No,Yes,1,0,0,0,13,0,0,No,No,No,No,No,No,No,No,No,No
1277176003840870000,3,4,No,3656,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1277176003840870000,3,4,No,3705,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1277176003840870000,5,4,No,3871,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1278160271521920000,9,25,No,1642,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1278160271521920000,9,25,No,1658,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1278561387044830000,1954,1534,No,8953,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1278657367970920000,32,9,No,5930,No,No,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1278722391737330000,8004,572,No,44589,No,Yes,0,0,6,0,12,0,0,No,No,No,No,No,No,No,No,No,No
1278722391737330000,8017,571,No,44560,No,Yes,2,0,9,1,24,1,0,No,No,No,No,No,No,No,No,No,No
1278722391737330000,7689,576,No,41433,No,Yes,1,0,17,1,19,0,0,No,No,No,No,No,No,No,No,No,No
1278722391737330000,7704,574,No,41922,No,Yes,2,0,4,0,7,0,0,No,No,No,No,No,No,No,No,No,No
1278722391737330000,7858,570,No,43804,No,Yes,0,0,9,0,17,0,0,No,No,No,No,No,No,No,No,No,No
1278722391737330000,8002,571,No,44639,No,Yes,0,0,11,1,21,1,0,No,No,No,No,No,No,No,No,No,No
1278740960919200000,13426,109,No,1822,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1278740960919200000,13074,109,No,1570,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1278740960919200000,13224,109,No,1588,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1278740960919200000,13457,109,No,1822,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
127886070,1146,550,No,93088,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No
1278985819378740000,327,412,No,14929,No,Yes,0,0,0,1,1,0,0,No,No,No,No,No,No,No,No,No,No
1279199880028860000,310,187,No,3164,No,Yes,0,0,0,0,0,0,0,No,No,No,No,No,No,Yes,No,No,No
