Toxic parent tweets,Toxic replies,Toxic Level
0.0,0.0,0
206.0,5.0,4
0.0,0.0,0
0.0,0.0,0
2.0,0.0,1
0.0,0.0,0
128.0,0.0,3
96.0,1.0,2
0.0,0.0,0
40.0,2.0,1
65.0,1.0,2
0.0,0.0,0
0.0,0.0,0
2.0,0.0,1
2.0,0.0,1
3.0,0.0,1
4.0,1.0,1
0.0,0.0,0
1.0,0.0,1
0.0,0.0,0
0.0,0.0,0
29.0,8.0,1
20.0,76.0,2
0.0,0.0,0
0.0,0.0,0
1.0,0.0,1
0.0,0.0,0
9.0,0.0,1
23.0,1.0,1
216.0,9.0,4
7.0,0.0,1
1.0,0.0,1
0.0,4.0,1
0.0,0.0,0
0.0,0.0,0
13.0,0.0,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,1.0,1
0.0,0.0,0
3.0,3.0,1
1.0,0.0,1
1.0,0.0,1
0.0,0.0,0
1.0,0.0,1
1.0,0.0,1
0.0,0.0,0
0.0,0.0,0
0.0,20.0,1
0.0,40.0,1
0.0,11.0,1
0.0,80.0,2
145.0,170.0,4
0.0,0.0,0
106.0,0.0,3
37.0,15.0,2
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
28.0,1.0,1
0.0,0.0,0
1.0,2.0,1
3.0,11.0,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
11.0,0.0,1
0.0,0.0,0
1.0,0.0,1
0.0,0.0,0
5.0,0.0,1
115.0,28.0,3
115.0,18.0,3
182.0,41.0,4
0.0,0.0,0
2.0,0.0,1
5.0,0.0,1
87.0,46.0,3
104.0,101.0,4
0.0,0.0,0
57.0,1.0,2
45.0,0.0,1
96.0,3.0,2
0.0,0.0,0
0.0,0.0,0
3.0,0.0,1
6.0,0.0,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
65.0,0.0,2
0.0,0.0,0
0.0,12.0,1
1.0,2.0,1
8.0,0.0,1
0.0,0.0,0
4.0,0.0,1
1.0,0.0,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
1.0,0.0,1
0.0,0.0,0
10.0,0.0,1
37.0,0.0,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
1.0,0.0,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
5.0,12.0,1
62.0,4.0,2
4.0,37.0,1
29.0,3.0,1
16.0,3.0,1
50.0,6.0,2
5.0,0.0,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
84.0,64.0,3
2.0,0.0,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
4.0,0.0,1
0.0,0.0,0
6.0,0.0,1
0.0,4.0,1
66.0,0.0,2
1.0,2.0,1
177.0,18.0,4
121.0,9.0,3
0.0,0.0,0
2.0,0.0,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
63.0,0.0,2
0.0,0.0,0
0.0,0.0,0
288.0,11.0,4
288.0,24.0,4
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
99.0,20.0,3
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
1.0,0.0,1
0.0,0.0,0
1.0,0.0,1
1.0,0.0,1
0.0,0.0,0
0.0,0.0,0
16.0,7.0,1
21.0,0.0,1
69.0,0.0,2
11.0,0.0,1
19.0,1.0,1
66.0,3.0,2
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
28.0,0.0,1
12.0,0.0,1
15.0,0.0,1
45.0,0.0,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
1.0,0.0,1
63.0,0.0,2
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
12.0,1.0,1
0.0,0.0,0
76.0,0.0,2
0.0,0.0,0
48.0,23.0,2
0.0,0.0,0
30.0,0.0,1
0.0,0.0,0
16.0,2.0,1
7.0,0.0,1
48.0,0.0,1
14.0,0.0,1
1.0,0.0,1
4.0,0.0,1
11.0,6.0,1
20.0,12.0,1
33.0,0.0,1
9.0,0.0,1
98.0,0.0,2
178.0,0.0,4
1.0,0.0,1
45.0,0.0,1
96.0,1.0,2
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,17.0,1
0.0,2.0,1
83.0,9.0,2
0.0,0.0,0
54.0,0.0,2
103.0,0.0,3
2.0,0.0,1
0.0,0.0,0
1.0,0.0,1
0.0,0.0,0
55.0,5.0,2
1.0,0.0,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
1.0,0.0,1
0.0,0.0,0
0.0,0.0,0
108.0,6.0,3
0.0,0.0,0
19.0,0.0,1
19.0,1.0,1
0.0,0.0,0
3.0,0.0,1
1.0,0.0,1
16.0,0.0,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
48.0,23.0,2
91.0,82.0,4
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
438.0,0.0,4
0.0,0.0,0
0.0,0.0,0
268.0,9.0,4
151.0,10.0,4
0.0,0.0,0
5.0,1.0,1
0.0,0.0,0
10.0,4.0,1
3.0,2.0,1
6.0,1.0,1
16.0,4.0,1
0.0,0.0,0
195.0,10.0,4
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
2.0,0.0,1
0.0,0.0,0
0.0,0.0,0
3.0,0.0,1
145.0,32.0,4
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
1.0,0.0,1
16.0,0.0,1
6.0,0.0,1
25.0,0.0,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
76.0,0.0,2
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
4.0,0.0,1
80.0,7.0,2
244.0,30.0,4
34.0,0.0,1
43.0,2.0,1
2.0,0.0,1
0.0,0.0,0
1.0,0.0,1
5.0,0.0,1
90.0,0.0,2
113.0,0.0,3
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
42.0,0.0,1
65.0,0.0,2
14.0,1.0,1
0.0,0.0,0
0.0,0.0,0
6.0,0.0,1
0.0,0.0,0
0.0,0.0,0
35.0,16.0,2
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
25.0,0.0,1
3.0,0.0,1
0.0,0.0,0
0.0,0.0,0
18.0,0.0,1
9.0,0.0,1
9.0,1.0,1
0.0,0.0,0
4.0,0.0,1
3.0,0.0,1
161.0,0.0,4
6.0,0.0,1
94.0,1.0,2
0.0,0.0,0
0.0,0.0,0
1.0,0.0,1
1.0,0.0,1
2.0,0.0,1
9.0,1.0,1
0.0,0.0,0
103.0,3.0,3
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
70.0,1.0,2
8.0,0.0,1
14.0,0.0,1
0.0,0.0,0
7.0,0.0,1
16.0,1.0,1
0.0,0.0,0
1.0,0.0,1
0.0,0.0,0
0.0,0.0,0
5.0,3.0,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,2.0,1
11.0,1.0,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
6.0,2.0,1
64.0,0.0,2
35.0,0.0,1
53.0,0.0,2
48.0,0.0,1
0.0,0.0,0
2.0,0.0,1
1.0,0.0,1
1.0,0.0,1
2.0,0.0,1
1.0,0.0,1
0.0,0.0,0
1.0,0.0,1
2.0,0.0,1
0.0,0.0,0
2.0,1.0,1
0.0,0.0,0
0.0,0.0,0
2.0,0.0,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
5.0,0.0,1
0.0,0.0,0
0.0,0.0,0
0.0,1.0,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
1.0,0.0,1
9.0,0.0,1
0.0,0.0,0
0.0,0.0,0
16.0,0.0,1
21.0,0.0,1
0.0,0.0,0
5.0,2.0,1
0.0,0.0,0
3.0,0.0,1
2.0,0.0,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
84.0,3.0,2
0.0,0.0,0
2.0,0.0,1
18.0,56.0,2
0.0,0.0,0
0.0,0.0,0
1.0,0.0,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
8.0,1.0,1
79.0,0.0,2
122.0,0.0,3
1.0,0.0,1
0.0,1.0,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
48.0,7.0,2
130.0,4.0,3
26.0,0.0,1
1.0,0.0,1
2.0,0.0,1
6.0,0.0,1
1.0,0.0,1
0.0,3.0,1
7.0,1.0,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
1.0,0.0,1
5.0,0.0,1
0.0,0.0,0
20.0,0.0,1
54.0,2.0,2
0.0,0.0,0
0.0,0.0,0
1.0,0.0,1
20.0,2.0,1
11.0,0.0,1
0.0,0.0,0
0.0,0.0,0
31.0,0.0,1
0.0,0.0,0
0.0,0.0,0
3.0,1.0,1
26.0,0.0,1
0.0,0.0,0
0.0,0.0,0
32.0,2.0,1
0.0,0.0,0
1.0,0.0,1
0.0,0.0,0
1.0,0.0,1
0.0,0.0,0
1.0,0.0,1
94.0,0.0,2
8.0,0.0,1
25.0,0.0,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
5.0,0.0,1
58.0,14.0,2
2.0,0.0,1
5.0,0.0,1
10.0,0.0,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
1.0,0.0,1
284.0,18.0,4
289.0,37.0,4
286.0,38.0,4
243.0,13.0,4
208.0,26.0,4
460.0,34.0,4
1.0,0.0,1
0.0,0.0,0
0.0,0.0,0
1.0,0.0,1
76.0,0.0,2
0.0,2.0,1
39.0,0.0,1
8.0,0.0,1
0.0,0.0,0
1.0,0.0,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
3.0,0.0,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
31.0,5.0,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
1.0,0.0,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
3.0,0.0,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
4.0,0.0,1
11.0,3.0,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
12.0,0.0,1
9.0,1.0,1
232.0,46.0,4
9.0,0.0,1
6.0,0.0,1
1.0,0.0,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
1.0,0.0,1
0.0,0.0,0
103.0,6.0,3
1.0,0.0,1
1.0,0.0,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
70.0,0.0,2
0.0,0.0,0
0.0,0.0,0
102.0,0.0,3
0.0,0.0,0
0.0,0.0,0
139.0,0.0,3
68.0,0.0,2
7.0,0.0,1
4.0,0.0,1
11.0,0.0,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
1.0,0.0,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
1.0,0.0,1
1.0,0.0,1
0.0,0.0,0
54.0,0.0,2
129.0,0.0,3
213.0,0.0,4
40.0,0.0,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
7.0,5.0,1
0.0,0.0,0
1.0,0.0,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
1.0,0.0,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
1.0,0.0,1
0.0,0.0,0
0.0,0.0,0
2.0,0.0,1
85.0,0.0,2
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
1.0,0.0,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
2.0,0.0,1
0.0,0.0,0
1.0,0.0,1
182.0,11.0,4
0.0,0.0,0
0.0,0.0,0
154.0,0.0,4
80.0,1.0,2
17.0,0.0,1
8.0,0.0,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
118.0,4.0,3
1.0,0.0,1
68.0,7.0,2
79.0,0.0,2
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
1.0,0.0,1
14.0,6.0,1
1.0,0.0,1
0.0,0.0,0
17.0,0.0,1
1.0,0.0,1
78.0,0.0,2
61.0,0.0,2
0.0,0.0,0
3.0,1.0,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,1.0,1
0.0,1.0,1
0.0,0.0,0
0.0,0.0,0
39.0,0.0,1
6.0,11.0,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
8.0,0.0,1
58.0,3.0,2
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
5.0,0.0,1
0.0,0.0,0
0.0,0.0,0
13.0,12.0,1
75.0,14.0,2
0.0,0.0,0
1.0,0.0,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,1.0,1
153.0,0.0,4
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
1.0,0.0,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
5.0,0.0,1
12.0,0.0,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
4.0,0.0,1
7.0,0.0,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
136.0,0.0,3
0.0,0.0,0
109.0,5.0,3
0.0,0.0,0
66.0,8.0,2
114.0,16.0,3
1.0,0.0,1
1.0,0.0,1
0.0,0.0,0
74.0,0.0,2
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
1.0,0.0,1
2.0,0.0,1
0.0,0.0,0
21.0,0.0,1
0.0,0.0,0
2.0,0.0,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
1.0,0.0,1
0.0,0.0,0
0.0,0.0,0
65.0,0.0,2
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
30.0,0.0,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
10.0,3.0,1
2.0,0.0,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
18.0,0.0,1
66.0,0.0,2
0.0,0.0,0
51.0,0.0,2
2.0,0.0,1
2.0,0.0,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
1.0,0.0,1
27.0,3.0,1
2.0,0.0,1
0.0,0.0,0
105.0,4.0,3
430.0,16.0,4
31.0,0.0,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
4.0,0.0,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
29.0,3.0,1
0.0,0.0,0
1.0,0.0,1
108.0,0.0,3
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
276.0,0.0,4
0.0,0.0,0
16.0,60.0,2
24.0,0.0,1
0.0,0.0,0
0.0,0.0,0
148.0,25.0,4
1.0,0.0,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
22.0,0.0,1
0.0,0.0,0
5.0,0.0,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
56.0,3.0,2
0.0,0.0,0
159.0,0.0,4
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
3.0,0.0,1
45.0,8.0,2
0.0,0.0,0
0.0,1.0,1
0.0,0.0,0
2.0,6.0,1
181.0,8.0,4
224.0,7.0,4
197.0,6.0,4
44.0,1.0,1
10.0,0.0,1
59.0,2.0,2
3.0,1.0,1
101.0,5.0,3
5.0,123.0,3
1.0,0.0,1
24.0,2.0,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
16.0,0.0,1
0.0,4.0,1
0.0,0.0,0
0.0,1.0,1
0.0,3.0,1
0.0,2.0,1
116.0,7.0,3
0.0,3.0,1
0.0,68.0,2
19.0,0.0,1
42.0,0.0,1
2.0,1.0,1
0.0,36.0,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
9.0,0.0,1
0.0,0.0,0
2.0,3.0,1
0.0,0.0,0
5.0,6.0,1
3.0,33.0,1
8.0,1.0,1
64.0,4.0,2
0.0,0.0,0
0.0,0.0,0
1.0,0.0,1
0.0,0.0,0
0.0,0.0,0
21.0,29.0,2
27.0,0.0,1
0.0,0.0,0
12.0,0.0,1
66.0,1.0,2
0.0,0.0,0
0.0,0.0,0
1.0,0.0,1
1.0,0.0,1
0.0,0.0,0
1.0,0.0,1
2.0,1.0,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,1.0,1
1.0,1.0,1
1.0,1.0,1
2.0,0.0,1
5.0,0.0,1
6.0,0.0,1
13.0,0.0,1
0.0,0.0,0
1.0,0.0,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
6.0,5.0,1
22.0,0.0,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
31.0,1.0,1
1.0,0.0,1
3.0,0.0,1
0.0,0.0,0
1.0,0.0,1
1.0,0.0,1
0.0,0.0,0
4.0,0.0,1
11.0,0.0,1
53.0,6.0,2
1.0,0.0,1
1.0,0.0,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,1.0,1
5.0,0.0,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
7.0,1.0,1
0.0,0.0,0
0.0,0.0,0
1.0,0.0,1
22.0,0.0,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
25.0,1.0,1
5.0,6.0,1
36.0,49.0,2
3.0,0.0,1
0.0,5.0,1
0.0,5.0,1
27.0,4.0,1
46.0,1.0,1
12.0,0.0,1
1.0,21.0,1
35.0,0.0,1
14.0,0.0,1
14.0,7.0,1
5.0,5.0,1
2.0,0.0,1
2.0,0.0,1
3.0,41.0,1
0.0,0.0,0
7.0,0.0,1
0.0,0.0,0
0.0,0.0,0
13.0,39.0,2
1.0,157.0,4
1.0,0.0,1
9.0,0.0,1
0.0,2.0,1
9.0,1.0,1
0.0,8.0,1
0.0,7.0,1
0.0,84.0,2
0.0,68.0,2
0.0,119.0,3
0.0,17.0,1
7.0,1.0,1
0.0,0.0,0
2.0,2.0,1
8.0,0.0,1
26.0,15.0,1
22.0,15.0,1
36.0,17.0,2
13.0,9.0,1
62.0,42.0,3
0.0,0.0,0
0.0,5.0,1
0.0,170.0,4
43.0,6.0,1
3.0,1.0,1
1.0,0.0,1
2.0,0.0,1
1.0,0.0,1
0.0,0.0,0
23.0,5.0,1
8.0,2.0,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
54.0,0.0,2
36.0,1.0,1
14.0,3.0,1
3.0,0.0,1
20.0,1.0,1
0.0,1.0,1
14.0,0.0,1
2.0,3.0,1
0.0,0.0,0
0.0,1.0,1
43.0,2.0,1
44.0,7.0,2
74.0,23.0,2
60.0,0.0,2
1.0,0.0,1
0.0,0.0,0
20.0,0.0,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
6.0,2.0,1
0.0,0.0,0
57.0,0.0,2
0.0,0.0,0
11.0,13.0,1
2.0,0.0,1
24.0,0.0,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
40.0,0.0,1
16.0,0.0,1
0.0,108.0,3
0.0,0.0,0
0.0,0.0,0
