Toxic parent tweets,Toxic replies,Toxic Level
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
6.0,8.0,1
78.0,4.0,2
0.0,2.0,1
0.0,0.0,0
0.0,0.0,0
0.0,1.0,1
0.0,0.0,0
0.0,1.0,1
1.0,2.0,1
0.0,0.0,0
39.0,6.0,1
116.0,35.0,4
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
1.0,13.0,1
2.0,1.0,1
1.0,3.0,1
13.0,5.0,1
0.0,0.0,0
0.0,0.0,0
1.0,0.0,1
9.0,0.0,1
49.0,121.0,4
116.0,42.0,4
1.0,1.0,1
37.0,7.0,1
1.0,0.0,1
0.0,0.0,0
1.0,0.0,1
1.0,0.0,1
1.0,0.0,1
19.0,0.0,1
26.0,0.0,1
13.0,1.0,1
10.0,1.0,1
43.0,11.0,2
29.0,0.0,1
44.0,0.0,1
36.0,0.0,1
25.0,0.0,1
21.0,0.0,1
69.0,0.0,2
7.0,0.0,1
3.0,2.0,1
2.0,0.0,1
13.0,0.0,1
1.0,0.0,1
43.0,2.0,1
32.0,9.0,1
0.0,0.0,0
3.0,2.0,1
1.0,0.0,1
5.0,0.0,1
10.0,0.0,1
5.0,1.0,1
0.0,0.0,0
113.0,1.0,3
49.0,1.0,2
0.0,1.0,1
0.0,0.0,0
1.0,0.0,1
0.0,0.0,0
0.0,0.0,0
44.0,1.0,1
0.0,0.0,0
27.0,1.0,1
37.0,0.0,1
0.0,1.0,1
0.0,0.0,0
148.0,0.0,3
163.0,0.0,4
1.0,0.0,1
11.0,0.0,1
1.0,1.0,1
83.0,5.0,2
28.0,0.0,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
6.0,0.0,1
5.0,0.0,1
19.0,0.0,1
14.0,0.0,1
16.0,2.0,1
127.0,0.0,3
42.0,0.0,1
0.0,0.0,0
87.0,40.0,3
0.0,0.0,0
0.0,0.0,0
4.0,0.0,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
3.0,2.0,1
31.0,12.0,1
9.0,10.0,1
18.0,4.0,1
1.0,0.0,1
218.0,7.0,4
0.0,0.0,0
0.0,0.0,0
13.0,0.0,1
6.0,1.0,1
0.0,0.0,0
62.0,4.0,2
26.0,139.0,4
8.0,22.0,1
1.0,0.0,1
12.0,1.0,1
61.0,0.0,2
0.0,0.0,0
12.0,0.0,1
0.0,0.0,0
11.0,9.0,1
58.0,0.0,2
0.0,26.0,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,4.0,1
1.0,0.0,1
1.0,0.0,1
0.0,0.0,0
0.0,0.0,0
1.0,4.0,1
1.0,1.0,1
37.0,0.0,1
2.0,0.0,1
175.0,1.0,4
27.0,1.0,1
13.0,0.0,1
14.0,0.0,1
10.0,0.0,1
18.0,0.0,1
43.0,148.0,4
1.0,0.0,1
0.0,0.0,0
1.0,0.0,1
0.0,0.0,0
12.0,129.0,3
19.0,418.0,4
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
5.0,0.0,1
2.0,0.0,1
0.0,0.0,0
36.0,0.0,1
16.0,0.0,1
1.0,0.0,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
51.0,0.0,2
36.0,1.0,1
0.0,0.0,0
0.0,0.0,0
0.0,3.0,1
2.0,5.0,1
0.0,0.0,0
0.0,1.0,1
1.0,1.0,1
0.0,0.0,0
69.0,2.0,2
4.0,58.0,2
6.0,148.0,4
26.0,1.0,1
0.0,0.0,0
11.0,0.0,1
0.0,0.0,0
0.0,0.0,0
3.0,6.0,1
1.0,7.0,1
7.0,2.0,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
14.0,2.0,1
0.0,0.0,0
16.0,0.0,1
4.0,0.0,1
25.0,17.0,1
74.0,0.0,2
284.0,7.0,4
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
68.0,0.0,2
45.0,5.0,2
3.0,5.0,1
22.0,1.0,1
2.0,0.0,1
1.0,0.0,1
23.0,0.0,1
32.0,1.0,1
35.0,20.0,2
37.0,87.0,3
84.0,0.0,2
1.0,333.0,4
53.0,0.0,2
2.0,0.0,1
56.0,0.0,2
0.0,0.0,0
24.0,1.0,1
29.0,0.0,1
2.0,0.0,1
0.0,0.0,0
1.0,0.0,1
0.0,0.0,0
23.0,0.0,1
218.0,6.0,4
0.0,0.0,0
0.0,0.0,0
38.0,102.0,3
3.0,0.0,1
0.0,0.0,0
0.0,0.0,0
39.0,1.0,1
3.0,0.0,1
7.0,0.0,1
5.0,0.0,1
127.0,0.0,3
34.0,0.0,1
70.0,11.0,2
10.0,0.0,1
0.0,0.0,0
6.0,0.0,1
21.0,0.0,1
0.0,0.0,0
1.0,0.0,1
14.0,0.0,1
227.0,6.0,4
0.0,0.0,0
0.0,0.0,0
1.0,0.0,1
0.0,0.0,0
6.0,5.0,1
12.0,1.0,1
138.0,0.0,3
256.0,2.0,4
12.0,1.0,1
35.0,2.0,1
0.0,0.0,0
2.0,0.0,1
0.0,0.0,0
0.0,0.0,0
74.0,0.0,2
0.0,0.0,0
0.0,0.0,0
91.0,3.0,2
12.0,0.0,1
0.0,0.0,0
2.0,0.0,1
132.0,0.0,3
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
261.0,1.0,4
0.0,0.0,0
0.0,0.0,0
1.0,0.0,1
0.0,0.0,0
58.0,5.0,2
0.0,0.0,0
0.0,0.0,0
1.0,0.0,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
4.0,0.0,1
23.0,4.0,1
16.0,28.0,1
12.0,23.0,1
16.0,20.0,1
2.0,8.0,1
0.0,0.0,0
0.0,1.0,1
0.0,2.0,1
31.0,2.0,1
7.0,0.0,1
3.0,0.0,1
80.0,1.0,2
8.0,0.0,1
29.0,1.0,1
6.0,1.0,1
17.0,0.0,1
60.0,0.0,2
0.0,0.0,0
0.0,0.0,0
114.0,0.0,3
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
106.0,0.0,3
0.0,0.0,0
288.0,23.0,4
53.0,5.0,2
178.0,4.0,4
0.0,0.0,0
13.0,16.0,1
2.0,0.0,1
1.0,0.0,1
0.0,0.0,0
0.0,0.0,0
19.0,0.0,1
51.0,21.0,2
2.0,0.0,1
50.0,0.0,2
2.0,0.0,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
31.0,0.0,1
0.0,0.0,0
0.0,0.0,0
36.0,8.0,1
5.0,0.0,1
0.0,0.0,0
0.0,0.0,0
55.0,3.0,2
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
90.0,0.0,2
0.0,0.0,0
23.0,1.0,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
19.0,0.0,1
0.0,0.0,0
6.0,0.0,1
0.0,0.0,0
411.0,2.0,4
0.0,0.0,0
25.0,0.0,1
58.0,5.0,2
51.0,4.0,2
0.0,0.0,0
1.0,0.0,1
11.0,0.0,1
0.0,0.0,0
0.0,0.0,0
9.0,1.0,1
0.0,0.0,0
31.0,21.0,2
1.0,0.0,1
0.0,0.0,0
0.0,0.0,0
16.0,0.0,1
0.0,0.0,0
0.0,0.0,0
2.0,0.0,1
116.0,10.0,3
1.0,8.0,1
7.0,29.0,1
0.0,0.0,0
16.0,0.0,1
0.0,0.0,0
0.0,0.0,0
56.0,0.0,2
41.0,5.0,1
0.0,0.0,0
1.0,0.0,1
1.0,0.0,1
0.0,0.0,0
15.0,0.0,1
37.0,1.0,1
0.0,0.0,0
0.0,38.0,1
8.0,24.0,1
32.0,1.0,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,1.0,1
0.0,0.0,0
35.0,4.0,1
22.0,2.0,1
0.0,0.0,0
3.0,0.0,1
0.0,0.0,0
2.0,0.0,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
54.0,2.0,2
0.0,299.0,4
1.0,0.0,1
57.0,0.0,2
1.0,0.0,1
12.0,0.0,1
214.0,25.0,4
68.0,7.0,2
6.0,3.0,1
23.0,1.0,1
19.0,0.0,1
1.0,0.0,1
431.0,8.0,4
0.0,0.0,0
31.0,0.0,1
4.0,84.0,2
0.0,0.0,0
0.0,0.0,0
1.0,0.0,1
109.0,1.0,3
110.0,0.0,3
197.0,3.0,4
0.0,0.0,0
0.0,0.0,0
1.0,0.0,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
23.0,0.0,1
0.0,0.0,0
46.0,0.0,1
7.0,0.0,1
0.0,0.0,0
1.0,0.0,1
5.0,0.0,1
179.0,2.0,4
33.0,0.0,1
41.0,0.0,1
1.0,0.0,1
17.0,8.0,1
1.0,0.0,1
32.0,1.0,1
0.0,0.0,0
3.0,1.0,1
0.0,0.0,0
21.0,0.0,1
2.0,0.0,1
86.0,0.0,2
1.0,1.0,1
0.0,0.0,0
0.0,0.0,0
344.0,0.0,4
0.0,0.0,0
126.0,0.0,3
0.0,0.0,0
3.0,53.0,2
0.0,0.0,0
192.0,4.0,4
0.0,0.0,0
0.0,0.0,0
3.0,0.0,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
129.0,4.0,3
17.0,0.0,1
35.0,14.0,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
33.0,1.0,1
0.0,0.0,0
1.0,2.0,1
9.0,1.0,1
23.0,4.0,1
16.0,5.0,1
32.0,0.0,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
67.0,2.0,2
3.0,0.0,1
0.0,0.0,0
21.0,0.0,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
3.0,0.0,1
0.0,2.0,1
0.0,9.0,1
4.0,65.0,2
156.0,0.0,4
164.0,0.0,4
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
1.0,0.0,1
3.0,0.0,1
122.0,0.0,3
1.0,3.0,1
0.0,0.0,0
3.0,0.0,1
0.0,25.0,1
20.0,3.0,1
1.0,3.0,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
2.0,4.0,1
17.0,0.0,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
1.0,0.0,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
218.0,0.0,4
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
1.0,0.0,1
1.0,0.0,1
11.0,21.0,1
5.0,1.0,1
62.0,0.0,2
8.0,0.0,1
13.0,0.0,1
1.0,0.0,1
2.0,0.0,1
1.0,0.0,1
2.0,0.0,1
1.0,0.0,1
1.0,0.0,1
127.0,6.0,3
51.0,0.0,2
41.0,0.0,1
1.0,1.0,1
0.0,0.0,0
1.0,1.0,1
1.0,0.0,1
202.0,2.0,4
1.0,0.0,1
1.0,0.0,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
21.0,0.0,1
0.0,0.0,0
2.0,0.0,1
0.0,0.0,0
8.0,0.0,1
0.0,0.0,0
0.0,0.0,0
77.0,1.0,2
0.0,0.0,0
5.0,0.0,1
495.0,2.0,4
0.0,0.0,0
0.0,0.0,0
7.0,0.0,1
88.0,0.0,2
0.0,0.0,0
12.0,4.0,1
1.0,2.0,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
2.0,2.0,1
6.0,0.0,1
0.0,0.0,0
94.0,25.0,3
45.0,4.0,1
0.0,0.0,0
4.0,0.0,1
1.0,0.0,1
0.0,2.0,1
60.0,13.0,2
8.0,0.0,1
22.0,0.0,1
2.0,2.0,1
3.0,7.0,1
34.0,2.0,1
12.0,0.0,1
0.0,0.0,0
6.0,1.0,1
1.0,0.0,1
0.0,0.0,0
4.0,248.0,4
0.0,466.0,4
1.0,0.0,1
15.0,23.0,1
0.0,0.0,0
0.0,0.0,0
2.0,4.0,1
1.0,0.0,1
8.0,7.0,1
29.0,19.0,1
0.0,0.0,0
2.0,3.0,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
19.0,0.0,1
0.0,1.0,1
6.0,1.0,1
0.0,0.0,0
560.0,29.0,4
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
19.0,2.0,1
42.0,1.0,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
12.0,0.0,1
20.0,0.0,1
16.0,0.0,1
0.0,0.0,0
12.0,1.0,1
0.0,0.0,0
64.0,1.0,2
0.0,0.0,0
0.0,0.0,0
16.0,3.0,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
37.0,19.0,2
102.0,8.0,3
131.0,3.0,3
69.0,2.0,2
125.0,3.0,3
0.0,173.0,4
1.0,0.0,1
0.0,0.0,0
0.0,0.0,0
31.0,106.0,3
1.0,1.0,1
15.0,0.0,1
38.0,7.0,1
0.0,60.0,2
0.0,200.0,4
0.0,0.0,0
4.0,0.0,1
1.0,266.0,4
0.0,549.0,4
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
107.0,0.0,3
6.0,0.0,1
14.0,1.0,1
28.0,13.0,1
28.0,0.0,1
85.0,0.0,2
2.0,0.0,1
0.0,0.0,0
0.0,0.0,0
3.0,0.0,1
6.0,0.0,1
5.0,7.0,1
105.0,0.0,3
7.0,6.0,1
1.0,0.0,1
0.0,0.0,0
1.0,0.0,1
8.0,0.0,1
0.0,0.0,0
1.0,0.0,1
16.0,6.0,1
34.0,11.0,1
0.0,0.0,0
1.0,0.0,1
0.0,0.0,0
1.0,0.0,1
7.0,0.0,1
49.0,2.0,2
0.0,0.0,0
0.0,1.0,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
2.0,0.0,1
83.0,0.0,2
140.0,0.0,3
1.0,0.0,1
0.0,0.0,0
125.0,0.0,3
0.0,0.0,0
2.0,12.0,1
8.0,5.0,1
31.0,8.0,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
1.0,0.0,1
0.0,0.0,0
4.0,11.0,1
3.0,0.0,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
4.0,0.0,1
2.0,0.0,1
17.0,0.0,1
0.0,254.0,4
2.0,0.0,1
0.0,0.0,0
67.0,141.0,4
8.0,0.0,1
35.0,2.0,1
17.0,0.0,1
0.0,0.0,0
1.0,0.0,1
0.0,0.0,0
15.0,0.0,1
10.0,0.0,1
1.0,0.0,1
85.0,0.0,2
0.0,1.0,1
0.0,0.0,0
16.0,50.0,2
136.0,0.0,3
13.0,1.0,1
7.0,0.0,1
15.0,17.0,1
0.0,0.0,0
3.0,2.0,1
38.0,1.0,1
0.0,0.0,0
28.0,0.0,1
0.0,0.0,0
3.0,1.0,1
0.0,0.0,0
5.0,4.0,1
13.0,1.0,1
1.0,0.0,1
1.0,0.0,1
0.0,0.0,0
4.0,0.0,1
1.0,0.0,1
0.0,1.0,1
12.0,0.0,1
3.0,0.0,1
0.0,0.0,0
14.0,0.0,1
20.0,0.0,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
9.0,0.0,1
21.0,3.0,1
8.0,0.0,1
5.0,347.0,4
0.0,0.0,0
3.0,0.0,1
20.0,0.0,1
0.0,0.0,0
33.0,1.0,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
3.0,0.0,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
35.0,0.0,1
12.0,0.0,1
0.0,0.0,0
2.0,0.0,1
15.0,5.0,1
0.0,0.0,0
1.0,522.0,4
227.0,5.0,4
0.0,0.0,0
5.0,8.0,1
0.0,0.0,0
0.0,0.0,0
19.0,0.0,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
16.0,0.0,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
5.0,0.0,1
5.0,1.0,1
8.0,1.0,1
3.0,0.0,1
0.0,0.0,0
1.0,0.0,1
200.0,0.0,4
3.0,1.0,1
3.0,2.0,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
136.0,0.0,3
1.0,0.0,1
2.0,0.0,1
0.0,0.0,0
0.0,0.0,0
19.0,1.0,1
20.0,1.0,1
0.0,0.0,0
0.0,0.0,0
11.0,3.0,1
0.0,0.0,0
8.0,0.0,1
6.0,0.0,1
5.0,0.0,1
8.0,0.0,1
1.0,0.0,1
108.0,0.0,3
3.0,0.0,1
7.0,0.0,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
6.0,0.0,1
0.0,0.0,0
32.0,3.0,1
16.0,4.0,1
0.0,0.0,0
0.0,1.0,1
0.0,1.0,1
1.0,0.0,1
2.0,0.0,1
0.0,0.0,0
7.0,0.0,1
51.0,0.0,2
0.0,0.0,0
5.0,0.0,1
32.0,1.0,1
0.0,0.0,0
0.0,0.0,0
25.0,0.0,1
109.0,35.0,3
0.0,0.0,0
18.0,0.0,1
4.0,0.0,1
6.0,1.0,1
0.0,0.0,0
67.0,0.0,2
0.0,0.0,0
0.0,0.0,0
35.0,0.0,1
0.0,0.0,0
4.0,8.0,1
16.0,36.0,2
180.0,0.0,4
0.0,0.0,0
1.0,0.0,1
29.0,6.0,1
1.0,0.0,1
1.0,0.0,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
10.0,0.0,1
0.0,0.0,0
4.0,0.0,1
1.0,0.0,1
41.0,1.0,1
1.0,0.0,1
11.0,0.0,1
