Parent tweets,Replies to parents,Avg replies per parent,Parent tweets with replies,Avg replies per parent with replies,Toxic parent tweets,Non-toxic parent tweets,Toxic replies,Non-toxic replies,Toxic replies to non-toxic parents,Non-toxic replies to non-toxic parents,Toxic replies to toxic parents,Non-toxic replies to toxic parents,Followers_count,Friends_count,Listed_count,Favourites_count,Verified,Statuses_count,Retweet_count min,Retweet_count avg,Retweet_count max,Favorite_count min,Favorite_count avg,Favorite_count max,Possibly_sensitive,Repliers with min 1 toxic reply,High toxicity parents,High severe_toxicity parents,High identity_attack parents,High insult parents,High profanity parents,High threat parents,High other attr parents,High toxicity replies,High severe_toxicity replies,High identity_attack replies,High insult replies,High profanity replies,High threat replies,High other attr replies,Repliers,<3 replies parents,>=3 replies parents,Women,Love,News,Account,Feminist,Official,Follow,Products,Tweets,Womens,Toxicity
1106.0,3577.0,3.234177215,557.0,6.421903052,145.0,961.0,170.0,3407.0,128.0,2828.0,42.0,579.0,23717.0,12937.0,100.0,58978.0,0,71485.0,0.0,11.79294756,607.0,0.0,65.15280289,3295.0,0,159.0,7.0,0.0,8.0,7.0,123.0,0.0,0.0,7.0,0.0,4.0,51.0,106.0,2.0,0.0,2251.0,872,234,0,0,0,0,0,0,0,0,0,0,315.0
26.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,31.0,0,82.0,0.0,0.153846154,2.0,0.0,0.461538462,6.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,0,0,0,0,0,0,0,0,0,0,0,0.0
3037.0,0.0,0.0,0.0,0.0,106.0,2931.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,16.0,0.0,35.0,0,3111.0,0.0,0.00428054,3.0,0.0,0.010865986,3.0,1,0.0,34.0,0.0,9.0,14.0,41.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3037,0,0,0,0,1,0,0,0,0,0,0,106.0
1098.0,240.0,0.218579235,186.0,1.290322581,37.0,1061.0,15.0,225.0,12.0,208.0,3.0,17.0,3513.0,810.0,59.0,3884.0,0,582326.0,0.0,0.56010929,62.0,0.0,0.775045537,98.0,0,13.0,1.0,0.0,9.0,5.0,21.0,1.0,0.0,1.0,0.0,2.0,0.0,11.0,1.0,0.0,120.0,1091,7,0,0,0,0,0,0,0,0,0,0,52.0
365.0,6.0,0.016438356,6.0,1.0,0.0,365.0,0.0,6.0,0.0,6.0,0.0,0.0,7010.0,5778.0,49.0,14891.0,0,12308.0,0.0,77.67945205,387.0,0.0,31.18356164,162.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,365,0,0,0,0,0,0,0,0,0,0,0,0.0
360.0,5.0,0.013888889,5.0,1.0,0.0,360.0,0.0,5.0,0.0,5.0,0.0,0.0,6932.0,5698.0,50.0,14690.0,0,12187.0,0.0,77.88055556,366.0,0.0,31.13888889,161.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,360,0,0,0,0,0,0,0,0,0,0,0,0.0
359.0,6.0,0.016713092,6.0,1.0,0.0,359.0,0.0,6.0,0.0,6.0,0.0,0.0,6909.0,5683.0,49.0,14548.0,0,12116.0,0.0,79.40947075,361.0,0.0,31.88579387,161.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,359,0,0,0,0,0,0,0,0,0,0,0,0.0
358.0,18.0,0.05027933,13.0,1.384615385,0.0,358.0,0.0,18.0,0.0,18.0,0.0,0.0,6621.0,5542.0,38.0,12408.0,0,10788.0,0.0,66.84636872,315.0,0.0,30.59497207,330.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,356,2,0,0,0,0,0,0,0,0,0,0,0.0
338.0,8.0,0.023668639,7.0,1.142857143,0.0,338.0,0.0,8.0,0.0,8.0,0.0,0.0,6656.0,5547.0,41.0,12716.0,0,10974.0,0.0,71.4408284,315.0,0.0,32.27810651,330.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,338,0,0,0,0,0,0,0,0,0,0,0,0.0
323.0,16.0,0.049535604,14.0,1.142857143,0.0,323.0,0.0,16.0,0.0,16.0,0.0,0.0,6751.0,5567.0,44.0,13255.0,0,11376.0,0.0,72.54798762,304.0,0.0,32.63157895,327.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,323,0,0,0,0,0,0,0,0,0,0,0,0.0
328.0,17.0,0.051829268,14.0,1.214285714,0.0,328.0,0.0,17.0,0.0,17.0,0.0,0.0,6766.0,5578.0,45.0,13373.0,0,11454.0,0.0,74.0945122,302.0,0.0,33.2347561,327.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,328,0,0,0,0,0,0,0,0,0,0,0,0.0
326.0,19.0,0.058282209,17.0,1.117647059,0.0,326.0,0.0,19.0,0.0,19.0,0.0,0.0,6787.0,5584.0,46.0,13622.0,0,11567.0,0.0,76.40490798,306.0,0.0,33.60736196,330.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,326,0,0,0,0,0,0,0,0,0,0,0,0.0
361.0,5.0,0.013850416,5.0,1.0,0.0,361.0,0.0,5.0,0.0,5.0,0.0,0.0,7014.0,5781.0,49.0,14914.0,0,12318.0,0.0,77.62603878,387.0,0.0,31.0,162.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,361,0,0,0,0,0,0,0,0,0,0,0,0.0
548.0,0.0,0.0,0.0,0.0,0.0,548.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,15.0,0,915.0,0.0,0.03649635,2.0,0.0,0.076642336,4.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,548,0,0,0,0,0,0,0,0,0,0,0,0.0
3200.0,0.0,0.0,0.0,0.0,0.0,3200.0,0.0,0.0,0.0,0.0,0.0,0.0,1546.0,4023.0,0.0,44.0,0,4113.0,0.0,0.0009375,1.0,0.0,0.0309375,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3200,0,0,0,0,0,0,0,0,1,0,0,0.0
2292.0,4.0,0.001745201,4.0,1.0,28.0,2264.0,1.0,3.0,1.0,3.0,0.0,0.0,44.0,59.0,0.0,541.0,0,4288.0,0.0,0.072425829,14.0,0.0,0.235602094,29.0,1,1.0,0.0,0.0,7.0,6.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2292,0,0,0,0,0,0,0,0,0,0,0,29.0
26.0,1.0,0.038461538,1.0,1.0,0.0,26.0,0.0,1.0,0.0,1.0,0.0,0.0,279.0,759.0,0.0,15336.0,0,23768.0,1.0,4.384615385,11.0,0.0,2.538461538,7.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26,0,0,0,0,0,0,0,0,0,0,0,0.0
302.0,102.0,0.337748344,21.0,4.857142857,1.0,301.0,2.0,100.0,2.0,98.0,0.0,2.0,3614.0,3230.0,10.0,195660.0,0,20791.0,0.0,8.754966887,253.0,0.0,44.63907285,645.0,0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,90.0,289,13,1,0,0,0,0,0,0,0,0,0,3.0
1475.0,1472.0,0.997966102,451.0,3.263858093,3.0,1472.0,11.0,1461.0,11.0,1461.0,0.0,0.0,7386.0,841.0,58.0,14102.0,1,19555.0,0.0,2.891525424,405.0,0.0,15.54644068,2412.0,0,11.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,567.0,1326,149,0,0,0,0,0,0,0,0,0,0,14.0
2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1575.0,2000.0,2.0,36128.0,0,34696.0,12.0,14.5,17.0,10.0,13.5,17.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0,0,0,1,0.0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1584.0,2010.0,2.0,38185.0,0,36753.0,14.0,14.0,14.0,18.0,18.0,18.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0.0
2.0,3.0,1.5,2.0,1.5,0.0,2.0,0.0,3.0,0.0,3.0,0.0,0.0,3360.0,1125.0,2.0,10239.0,0,9633.0,14.0,16.5,19.0,19.0,22.0,25.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2,0,1,0,0,0,1,0,0,0,0,0,0.0
188.0,2.0,0.010638298,1.0,2.0,11.0,177.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,174.0,0,232.0,0.0,0.25,6.0,0.0,1.510638298,21.0,0,0.0,3.0,0.0,2.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,188,0,1,0,0,0,0,0,0,0,0,0,11.0
4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,619233.0,322.0,3923.0,28.0,0,51885.0,17.0,27.5,41.0,77.0,107.75,152.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0,0,0,0,0,1,0,0,0,0.0
3.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,601898.0,224.0,3899.0,14.0,0,27972.0,11.0,38.33333333,54.0,82.0,142.0,176.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,1,0,0,0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,619436.0,322.0,3932.0,28.0,0,52164.0,144.0,144.0,144.0,554.0,554.0,554.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0.0
1663.0,60.0,0.036079375,52.0,1.153846154,5.0,1658.0,0.0,60.0,0.0,60.0,0.0,0.0,845.0,356.0,0.0,21232.0,0,22416.0,0.0,0.105231509,15.0,0.0,0.798556825,244.0,0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,1661,2,0,0,0,0,0,0,0,0,0,0,5.0
1107.0,604.0,0.54561879,117.0,5.162393162,115.0,992.0,28.0,576.0,22.0,543.0,6.0,33.0,24073.0,4600.0,166.0,46189.0,0,59487.0,0.0,84.13279133,24368.0,0.0,347.1084011,173373.0,0,28.0,2.0,0.0,40.0,4.0,67.0,2.0,0.0,1.0,0.0,5.0,1.0,21.0,0.0,0.0,501.0,1039,68,0,0,0,0,0,0,0,0,0,0,143.0
1113.0,544.0,0.488769093,123.0,4.422764228,115.0,998.0,18.0,526.0,12.0,485.0,6.0,41.0,10215.0,4173.0,42.0,45609.0,0,58824.0,0.0,42.1509434,13402.0,0.0,134.7888589,52892.0,0,17.0,5.0,0.0,34.0,5.0,67.0,4.0,0.0,2.0,0.0,2.0,0.0,13.0,1.0,0.0,435.0,1058,55,0,0,0,0,0,0,0,0,0,0,133.0
1080.0,585.0,0.541666667,161.0,3.633540373,182.0,898.0,41.0,544.0,28.0,430.0,13.0,114.0,23383.0,4726.0,163.0,46593.0,0,59931.0,0.0,74.75555556,24440.0,0.0,309.6537037,173267.0,0,38.0,11.0,0.0,47.0,11.0,109.0,4.0,0.0,0.0,0.0,5.0,1.0,35.0,0.0,0.0,446.0,994,86,0,0,0,0,0,0,0,0,0,0,223.0
1824.0,99.0,0.054276316,46.0,2.152173913,0.0,1824.0,0.0,99.0,0.0,99.0,0.0,0.0,755680.0,5.0,80.0,0.0,1,1836.0,0.0,8.749451754,965.0,0.0,123.0707237,13018.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,1812,12,0,0,1,0,0,0,0,0,0,0,0.0
1149.0,125.0,0.108790252,13.0,9.615384615,2.0,1147.0,0.0,125.0,0.0,125.0,0.0,0.0,1655643.0,3553.0,2578.0,33652.0,1,19708.0,0.0,37.28198433,7568.0,5.0,173.4177546,20361.0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,1141,8,0,0,0,0,0,0,0,0,0,0,2.0
1716.0,0.0,0.0,0.0,0.0,5.0,1711.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,5.0,0.0,0.0,0,2274.0,0.0,2.766899767,9.0,0.0,1.880536131,5.0,0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1716,0,0,0,0,0,0,0,0,0,0,0,5.0
1750.0,1456.0,0.832,299.0,4.869565217,87.0,1663.0,46.0,1410.0,29.0,1004.0,17.0,406.0,12851.0,2094.0,42.0,18124.0,0,89348.0,0.0,28.02,14237.0,0.0,113.5245714,52240.0,1,43.0,0.0,0.0,29.0,4.0,50.0,4.0,0.0,4.0,0.0,4.0,2.0,31.0,5.0,0.0,1028.0,1664,86,0,0,0,0,0,0,0,0,0,0,133.0
1766.0,1792.0,1.014722537,393.0,4.559796438,104.0,1662.0,101.0,1691.0,97.0,1638.0,4.0,53.0,12875.0,2096.0,43.0,18285.0,0,89909.0,0.0,17.51189128,14293.0,0.0,68.79898075,52205.0,1,95.0,2.0,0.0,34.0,9.0,55.0,4.0,0.0,10.0,0.0,6.0,8.0,72.0,5.0,0.0,1201.0,1674,92,0,0,0,0,0,0,0,0,0,0,205.0
1105.0,1.0,0.000904977,1.0,1.0,0.0,1105.0,0.0,1.0,0.0,1.0,0.0,0.0,13234.0,578.0,332.0,1901.0,0,17647.0,0.0,5.159276018,758.0,0.0,13.21176471,2250.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1105,0,1,0,0,0,0,0,0,0,0,0,0.0
1392.0,61.0,0.043821839,49.0,1.244897959,57.0,1335.0,1.0,60.0,1.0,57.0,0.0,3.0,526.0,556.0,3.0,6788.0,0,25965.0,0.0,0.435344828,435.0,0.0,2.075431034,1569.0,0,1.0,5.0,0.0,12.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,23.0,1391,1,0,0,0,1,0,0,0,0,0,0,58.0
1075.0,4.0,0.00372093,2.0,2.0,45.0,1030.0,0.0,4.0,0.0,4.0,0.0,0.0,380.0,301.0,0.0,14754.0,0,10064.0,0.0,0.307906977,25.0,0.0,1.056744186,27.0,0,0.0,2.0,0.0,0.0,0.0,42.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1074,1,0,0,0,0,0,0,0,0,0,0,45.0
2207.0,79.0,0.035795197,72.0,1.097222222,96.0,2111.0,3.0,76.0,3.0,72.0,0.0,4.0,839.0,788.0,3.0,12.0,0,59389.0,0.0,0.497054826,27.0,0.0,1.42772995,146.0,1,2.0,8.0,0.0,19.0,2.0,62.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,45.0,2206,1,0,0,0,0,0,0,0,0,0,0,99.0
9.0,1.0,0.111111111,1.0,1.0,0.0,9.0,0.0,1.0,0.0,1.0,0.0,0.0,405.0,499.0,1.0,8744.0,0,11077.0,8.0,16.22222222,25.0,8.0,14.88888889,22.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9,0,0,0,0,0,0,0,0,0,1,0,0.0
2370.0,0.0,0.0,0.0,0.0,0.0,2370.0,0.0,0.0,0.0,0.0,0.0,0.0,503.0,4300.0,3.0,7157.0,0,3261.0,0.0,0.632489451,25.0,0.0,0.520253165,10.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2370,0,0,1,0,0,0,0,0,0,0,0,0.0
3200.0,0.0,0.0,0.0,0.0,3.0,3197.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,1208.0,0.0,84.0,0,6855.0,0.0,0.00125,1.0,0.0,0.025,2.0,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3200,0,0,0,0,0,0,0,0,0,0,0,3.0
2209.0,0.0,0.0,0.0,0.0,6.0,2203.0,0.0,0.0,0.0,0.0,0.0,0.0,2564.0,4941.0,0.0,136.0,0,4015.0,0.0,8.092349479,315.0,0.0,7.981892259,308.0,0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2209,0,0,0,0,0,0,0,0,0,0,0,6.0
53.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,165.0,145.0,0.0,223.0,0,222.0,0.0,3.132075472,17.0,0.0,6.58490566,42.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53,0,0,0,0,0,0,0,0,0,0,0,0.0
3200.0,1.0,0.0003125,1.0,1.0,0.0,3200.0,0.0,1.0,0.0,1.0,0.0,0.0,2337.0,1123.0,30.0,27.0,0,5825.0,0.0,8.0046875,47.0,0.0,3.806875,29.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3200,0,0,0,0,0,0,0,0,0,0,0,0.0
3200.0,4.0,0.00125,4.0,1.0,0.0,3200.0,0.0,4.0,0.0,4.0,0.0,0.0,2367.0,1121.0,30.0,27.0,0,6221.0,0.0,7.8715625,46.0,0.0,3.650625,29.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3200,0,0,0,0,0,0,0,0,0,0,0,0.0
1148.0,0.0,0.0,0.0,0.0,0.0,1148.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0,1149.0,0.0,0.066202091,3.0,0.0,0.039198606,6.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1148,0,0,0,0,0,0,0,0,0,0,0,0.0
3200.0,0.0,0.0,0.0,0.0,65.0,3135.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,30.0,0.0,158.0,0,6690.0,0.0,0.000625,1.0,0.0,0.00125,1.0,0,0.0,4.0,0.0,0.0,4.0,39.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3200,0,0,0,0,0,0,0,0,0,0,0,65.0
3200.0,0.0,0.0,0.0,0.0,0.0,3200.0,0.0,0.0,0.0,0.0,0.0,0.0,260.0,298.0,0.0,95.0,0,4421.0,0.0,0.005,2.0,0.0,0.0375,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3200,0,0,1,0,0,0,0,0,0,0,0,0.0
90.0,520.0,5.777777778,77.0,6.753246753,0.0,90.0,12.0,508.0,12.0,508.0,0.0,0.0,35996.0,973.0,154.0,2436.0,0,9887.0,2.0,53.38888889,335.0,3.0,213.1222222,1681.0,0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,5.0,0.0,0.0,319.0,28,62,0,0,0,0,0,0,0,0,0,0,12.0
1359.0,482.0,0.354672553,66.0,7.303030303,1.0,1358.0,2.0,480.0,2.0,480.0,0.0,0.0,35906.0,960.0,154.0,2384.0,0,9372.0,0.0,40.799117,1317.0,5.0,201.4915379,4213.0,0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,322.0,1315,44,0,0,0,0,0,0,0,0,0,0,3.0
1574.0,13.0,0.008259212,11.0,1.181818182,8.0,1566.0,0.0,13.0,0.0,13.0,0.0,0.0,167.0,108.0,2.0,8555.0,0,13778.0,0.0,0.181702668,35.0,0.0,0.466327827,132.0,0,0.0,1.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1574,0,0,0,0,0,0,0,0,0,0,0,8.0
1218.0,5.0,0.00410509,3.0,1.666666667,0.0,1218.0,0.0,5.0,0.0,5.0,0.0,0.0,5867.0,2486.0,65.0,11557.0,0,11388.0,0.0,9.497536946,1261.0,1.0,47.67241379,4682.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1218,0,0,0,0,0,0,0,0,0,0,0,0.0
1506.0,4.0,0.002656042,4.0,1.0,4.0,1502.0,0.0,4.0,0.0,4.0,0.0,0.0,530.0,18.0,2.0,94.0,0,1597.0,0.0,11.02788845,410.0,0.0,6.133466135,288.0,1,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1506,0,0,0,0,0,0,0,0,0,0,0,4.0
3200.0,9.0,0.0028125,9.0,1.0,1.0,3199.0,0.0,9.0,0.0,9.0,0.0,0.0,22372.0,13.0,19.0,2336.0,0,215493.0,0.0,0.13375,4.0,0.0,0.1690625,7.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3200,0,0,0,0,0,0,0,0,0,1,0,1.0
3137.0,85.0,0.027095952,17.0,5.0,0.0,3137.0,0.0,85.0,0.0,85.0,0.0,0.0,22703.0,15.0,19.0,2268.0,0,206448.0,0.0,0.175964297,76.0,0.0,0.24258846,73.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,3135,2,0,0,0,0,0,0,0,0,1,0,0.0
3190.0,11.0,0.003448276,11.0,1.0,0.0,3190.0,0.0,11.0,0.0,11.0,0.0,0.0,22362.0,14.0,19.0,2281.0,0,208310.0,0.0,0.15862069,9.0,0.0,0.224137931,10.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3190,0,0,0,0,0,0,0,0,0,1,0,0.0
3181.0,304.0,0.095567432,24.0,12.66666667,0.0,3181.0,0.0,304.0,0.0,304.0,0.0,0.0,22872.0,12.0,19.0,2286.0,0,211271.0,0.0,0.50864508,517.0,0.0,0.582206853,356.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242.0,3173,8,0,0,0,0,0,0,0,0,1,0,0.0
3200.0,10.0,0.003125,10.0,1.0,1.0,3199.0,0.0,10.0,0.0,10.0,0.0,0.0,22352.0,13.0,19.0,2337.0,0,215674.0,0.0,0.141875,4.0,0.0,0.1590625,4.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3200,0,0,0,0,0,0,0,0,0,1,0,1.0
3200.0,0.0,0.0,0.0,0.0,0.0,3200.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,204.0,1.0,140.0,0,15851.0,0.0,0.53625,9.0,0.0,0.18125,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3200,0,0,0,0,0,0,0,0,0,0,0,0.0
1237.0,26.0,0.021018593,18.0,1.444444444,10.0,1227.0,0.0,26.0,0.0,25.0,0.0,1.0,1306.0,589.0,6.0,944.0,0,81587.0,0.0,0.733225546,70.0,0.0,0.645109135,73.0,0,0.0,2.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1235,2,0,0,0,0,0,0,0,0,0,0,10.0
2952.0,14.0,0.004742547,13.0,1.076923077,37.0,2915.0,0.0,14.0,0.0,14.0,0.0,0.0,1758.0,3235.0,3.0,572.0,0,45322.0,0.0,0.020325203,2.0,0.0,0.045731707,3.0,0,0.0,2.0,0.0,2.0,6.0,15.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2952,0,0,0,0,0,0,0,0,0,0,0,37.0
11.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,10864.0,9491.0,0.0,74899.0,0,81861.0,0.0,10.09090909,72.0,0.0,7.727272727,68.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0,0,0,0,0,0,0,0,0,0,0,0.0
18.0,1.0,0.055555556,1.0,1.0,0.0,18.0,0.0,1.0,0.0,1.0,0.0,0.0,10780.0,9357.0,0.0,76218.0,0,84837.0,0.0,2.666666667,11.0,0.0,0.833333333,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18,0,0,0,0,0,0,0,0,0,0,0,0.0
287.0,0.0,0.0,0.0,0.0,0.0,287.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,0.0,0.0,0,287.0,0.0,0.0,0.0,0.0,0.003484321,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287,0,0,0,0,0,0,0,0,0,0,0,0.0
792.0,2.0,0.002525253,2.0,1.0,1.0,791.0,0.0,2.0,0.0,2.0,0.0,0.0,59.0,145.0,0.0,7472.0,0,2017.0,0.0,0.055555556,5.0,0.0,0.128787879,10.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,792,0,0,0,0,0,0,0,0,0,0,0,1.0
5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2315.0,1684.0,3.0,19701.0,0,16814.0,0.0,1.2,5.0,0.0,2.0,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0,0,0,0,0,0,0,0,0,0,0.0
